0,119,20150301
1,130,20150302
2,110,20150303
3,153,20150304
4,168,20150305
5,150,20150306
6,179,20150307
7,153,20150308
8,139,20150309
9,231,20150310
10,238,20150311
11,135,20150312
12,185,20150313
13,315,20150314
14,245,20150315
15,184,20150316
16,253,20150317
17,668,20150318
18,342,20150319
19,289,20150320
20,331,20150321
21,270,20150322
22,390,20150323
23,578,20150324
24,611,20150325
25,739,20150326
26,605,20150327
27,632,20150328
28,593,20150329
29,603,20150330
30,501,20150331
31,552,20150401
32,481,20150402
33,462,20150403
34,462,20150404
35,459,20150405
36,453,20150406
37,539,20150407
38,556,20150408
39,456,20150409
40,611,20150410
41,559,20150411
42,460,20150412
43,453,20150413
44,494,20150414
45,534,20150415
46,491,20150416
47,499,20150417
48,612,20150418
49,630,20150419
50,459,20150420
51,541,20150421
52,546,20150422
53,489,20150423
54,424,20150424
55,444,20150425
56,451,20150426
57,386,20150427
58,533,20150428
59,486,20150429
60,437,20150430
61,459,20150501
62,380,20150502
63,469,20150503
64,556,20150504
65,490,20150505
66,398,20150506
67,400,20150507
68,390,20150508
69,395,20150509
70,337,20150510
71,295,20150511
72,396,20150512
73,431,20150513
74,403,20150514
75,382,20150515
76,400,20150516
77,321,20150517
78,343,20150518
79,353,20150519
80,362,20150520
81,399,20150521
82,312,20150522
83,340,20150523
84,330,20150524
85,373,20150525
86,393,20150526
87,478,20150527
88,513,20150528
89,604,20150529
90,572,20150530
91,532,20150531
92,530,20150601
93,486,20150602
94,631,20150603
95,628,20150604
96,685,20150605
97,616,20150606
98,513,20150607
99,499,20150608
100,457,20150609
101,462,20150610
102,508,20150611
103,492,20150612
104,506,20150613
105,565,20150614
106,642,20150615
107,492,20150616
108,419,20150617
109,487,20150618
110,492,20150619
111,425,20150620
112,398,20150621
113,355,20150622
114,413,20150623
115,410,20150624
116,419,20150625
117,444,20150626
118,418,20150627
119,361,20150628
120,422,20150629
121,433,20150630
122,402,20150701
123,470,20150702
124,464,20150703
125,329,20150704
126,393,20150705
127,367,20150706
128,458,20150707
129,312,20150708
130,344,20150709
131,445,20150710
132,434,20150711
133,348,20150712
134,459,20150713
135,415,20150714
136,500,20150715
137,526,20150716
138,403,20150717
139,349,20150718
140,353,20150719
141,364,20150720
142,361,20150721
143,385,20150722
144,391,20150723
145,404,20150724
146,418,20150725
147,353,20150726
148,390,20150727
149,307,20150728
150,431,20150729
151,379,20150730
152,378,20150731
153,287,20150801
154,271,20150802
155,406,20150803
156,374,20150804
157,314,20150805
158,352,20150806
159,331,20150807
160,305,20150808
161,292,20150809
162,341,20150810
163,392,20150811
164,443,20150812
165,403,20150813
166,414,20150814
167,413,20150815
168,410,20150816
169,405,20150817
170,448,20150818
171,768,20150819
172,736,20150820
173,644,20150821
174,482,20150822
175,463,20150823
176,516,20150824
177,505,20150825
178,472,20150826
179,467,20150827
180,414,20150828
181,422,20150829
182,366,20150830
