0,1388,20150301
1,1415,20150302
2,1503,20150303
3,1866,20150304
4,1496,20150305
5,1262,20150306
6,1483,20150307
7,1263,20150308
8,1219,20150309
9,1260,20150310
10,1486,20150311
11,1501,20150312
12,1619,20150313
13,1711,20150314
14,1639,20150315
15,1438,20150316
16,1588,20150317
17,1463,20150318
18,1502,20150319
19,1801,20150320
20,1559,20150321
21,1419,20150322
22,1414,20150323
23,1554,20150324
24,1664,20150325
25,1589,20150326
26,1595,20150327
27,1459,20150328
28,1631,20150329
29,2749,20150330
30,3261,20150331
31,2560,20150401
32,2311,20150402
33,2044,20150403
34,2214,20150404
35,1968,20150405
36,2216,20150406
37,1980,20150407
38,1820,20150408
39,2060,20150409
40,2190,20150410
41,2030,20150411
42,1791,20150412
43,1736,20150413
44,1805,20150414
45,1869,20150415
46,1713,20150416
47,1839,20150417
48,1972,20150418
49,2077,20150419
50,1753,20150420
51,2008,20150421
52,1957,20150422
53,1858,20150423
54,2010,20150424
55,2002,20150425
56,2208,20150426
57,2027,20150427
58,2082,20150428
59,2328,20150429
60,1898,20150430
61,1816,20150501
62,1776,20150502
63,1957,20150503
64,2320,20150504
65,2235,20150505
66,2272,20150506
67,1803,20150507
68,2033,20150508
69,1845,20150509
70,1904,20150510
71,1606,20150511
72,2160,20150512
73,1965,20150513
74,1985,20150514
75,2341,20150515
76,1729,20150516
77,1772,20150517
78,1743,20150518
79,1973,20150519
80,2066,20150520
81,2084,20150521
82,2119,20150522
83,2007,20150523
84,1964,20150524
85,1996,20150525
86,1980,20150526
87,1955,20150527
88,2079,20150528
89,1780,20150529
90,1659,20150530
91,1795,20150531
92,1841,20150601
93,2026,20150602
94,1837,20150603
95,2037,20150604
96,1762,20150605
97,1889,20150606
98,1805,20150607
99,1831,20150608
100,2022,20150609
101,1738,20150610
102,1901,20150611
103,2019,20150612
104,1925,20150613
105,1759,20150614
106,1666,20150615
107,1815,20150616
108,1857,20150617
109,1842,20150618
110,1861,20150619
111,1651,20150620
112,1930,20150621
113,2358,20150622
114,2475,20150623
115,2455,20150624
116,2843,20150625
117,2401,20150626
118,2120,20150627
119,2099,20150628
120,2365,20150629
121,2492,20150630
122,2155,20150701
123,2249,20150702
124,2280,20150703
125,2086,20150704
126,2024,20150705
127,2016,20150706
128,1911,20150707
129,1998,20150708
130,2090,20150709
131,2062,20150710
132,1959,20150711
133,1890,20150712
134,2068,20150713
135,2227,20150714
136,2264,20150715
137,2550,20150716
138,2515,20150717
139,2008,20150718
140,2392,20150719
141,2067,20150720
142,2330,20150721
143,2443,20150722
144,1882,20150723
145,2087,20150724
146,1804,20150725
147,1746,20150726
148,1779,20150727
149,2147,20150728
150,1816,20150729
151,2033,20150730
152,2078,20150731
153,1703,20150801
154,1735,20150802
155,1860,20150803
156,1971,20150804
157,1877,20150805
158,2032,20150806
159,2156,20150807
160,2063,20150808
161,1822,20150809
162,2192,20150810
163,1859,20150811
164,2277,20150812
165,1731,20150813
166,1906,20150814
167,1847,20150815
168,1914,20150816
169,2059,20150817
170,1938,20150818
171,1793,20150819
172,2185,20150820
173,2191,20150821
174,1826,20150822
175,2058,20150823
176,2020,20150824
177,1827,20150825
178,1971,20150826
179,1996,20150827
180,2080,20150828
181,2012,20150829
182,1972,20150830
