0,455,20150301
1,366,20150302
2,359,20150303
3,5713,20150304
4,8489,20150305
5,4138,20150306
6,3104,20150307
7,3122,20150308
8,2325,20150309
9,2121,20150310
10,4197,20150311
11,4564,20150312
12,3587,20150313
13,2522,20150314
14,2473,20150315
15,2391,20150316
16,2682,20150317
17,4109,20150318
18,3930,20150319
19,4688,20150320
20,3782,20150321
21,3374,20150322
22,3480,20150323
23,2836,20150324
24,4377,20150325
25,6668,20150326
26,5359,20150327
27,3606,20150328
28,4517,20150329
29,4467,20150330
30,4522,20150331
31,3472,20150401
32,2659,20150402
33,2996,20150403
34,3713,20150404
35,3266,20150405
36,3100,20150406
37,2610,20150407
38,3280,20150408
39,2827,20150409
40,2483,20150410
41,1857,20150411
42,2013,20150412
43,1905,20150413
44,1843,20150414
45,1945,20150415
46,1681,20150416
47,1568,20150417
48,1518,20150418
49,1777,20150419
50,1373,20150420
51,1146,20150421
52,1166,20150422
53,1241,20150423
54,980,20150424
55,1319,20150425
56,1146,20150426
57,1358,20150427
58,1356,20150428
59,1073,20150429
60,1297,20150430
61,1964,20150501
62,1750,20150502
63,973,20150503
64,1244,20150504
65,1082,20150505
66,1027,20150506
67,1205,20150507
68,1095,20150508
69,1262,20150509
70,1377,20150510
71,960,20150511
72,1366,20150512
73,879,20150513
74,1008,20150514
75,803,20150515
76,912,20150516
77,1144,20150517
78,1061,20150518
79,1125,20150519
80,886,20150520
81,1105,20150521
82,937,20150522
83,884,20150523
84,1135,20150524
85,1349,20150525
86,1001,20150526
87,998,20150527
88,946,20150528
89,1126,20150529
90,1176,20150530
91,1017,20150531
92,1372,20150601
93,1220,20150602
94,824,20150603
95,1019,20150604
96,964,20150605
97,966,20150606
98,834,20150607
99,903,20150608
100,1069,20150609
101,970,20150610
102,1210,20150611
103,1010,20150612
104,915,20150613
105,862,20150614
106,966,20150615
107,1782,20150616
108,1266,20150617
109,1174,20150618
110,1233,20150619
111,1014,20150620
112,760,20150621
113,1025,20150622
114,1181,20150623
115,935,20150624
116,785,20150625
117,874,20150626
118,1010,20150627
119,789,20150628
120,1243,20150629
121,1102,20150630
122,702,20150701
123,653,20150702
124,984,20150703
125,1074,20150704
126,939,20150705
127,711,20150706
128,931,20150707
129,1233,20150708
130,836,20150709
131,848,20150710
132,983,20150711
133,1017,20150712
134,868,20150713
135,1207,20150714
136,1163,20150715
137,830,20150716
138,722,20150717
139,941,20150718
140,822,20150719
141,857,20150720
142,1081,20150721
143,824,20150722
144,855,20150723
145,438,20150724
146,884,20150725
147,553,20150726
148,627,20150727
149,913,20150728
150,973,20150729
151,780,20150730
152,762,20150731
153,944,20150801
154,1000,20150802
155,878,20150803
156,705,20150804
157,748,20150805
158,740,20150806
159,753,20150807
160,654,20150808
161,683,20150809
162,915,20150810
163,812,20150811
164,832,20150812
165,1307,20150813
166,1134,20150814
167,950,20150815
168,783,20150816
169,1464,20150817
170,1145,20150818
171,793,20150819
172,563,20150820
173,981,20150821
174,615,20150822
175,821,20150823
176,783,20150824
177,924,20150825
178,979,20150826
179,919,20150827
180,581,20150828
181,561,20150829
182,488,20150830
