0,74,20150301
1,63,20150302
2,76,20150303
3,74,20150304
4,93,20150305
5,114,20150306
6,108,20150307
7,76,20150308
8,86,20150309
9,128,20150310
10,81,20150311
11,72,20150312
12,96,20150313
13,92,20150314
14,93,20150315
15,117,20150316
16,154,20150317
17,173,20150318
18,104,20150319
19,98,20150320
20,160,20150321
21,166,20150322
22,135,20150323
23,147,20150324
24,178,20150325
25,153,20150326
26,134,20150327
27,129,20150328
28,122,20150329
29,148,20150330
30,117,20150331
31,159,20150401
32,159,20150402
33,171,20150403
34,126,20150404
35,260,20150405
36,182,20150406
37,199,20150407
38,130,20150408
39,141,20150409
40,156,20150410
41,176,20150411
42,89,20150412
43,141,20150413
44,152,20150414
45,172,20150415
46,125,20150416
47,141,20150417
48,151,20150418
49,155,20150419
50,148,20150420
51,135,20150421
52,191,20150422
53,162,20150423
54,181,20150424
55,234,20150425
56,182,20150426
57,168,20150427
58,235,20150428
59,186,20150429
60,213,20150430
61,170,20150501
62,177,20150502
63,220,20150503
64,159,20150504
65,190,20150505
66,191,20150506
67,175,20150507
68,240,20150508
69,190,20150509
70,169,20150510
71,176,20150511
72,248,20150512
73,328,20150513
74,384,20150514
75,416,20150515
76,275,20150516
77,277,20150517
78,221,20150518
79,218,20150519
80,217,20150520
81,221,20150521
82,247,20150522
83,279,20150523
84,283,20150524
85,204,20150525
86,177,20150526
87,192,20150527
88,261,20150528
89,218,20150529
90,171,20150530
91,291,20150531
92,249,20150601
93,234,20150602
94,245,20150603
95,266,20150604
96,250,20150605
97,281,20150606
98,259,20150607
99,376,20150608
100,239,20150609
101,213,20150610
102,256,20150611
103,215,20150612
104,168,20150613
105,239,20150614
106,213,20150615
107,241,20150616
108,220,20150617
109,286,20150618
110,221,20150619
111,198,20150620
112,182,20150621
113,207,20150622
114,214,20150623
115,231,20150624
116,284,20150625
117,283,20150626
118,197,20150627
119,244,20150628
120,265,20150629
121,225,20150630
122,195,20150701
123,189,20150702
124,201,20150703
125,251,20150704
126,250,20150705
127,211,20150706
128,238,20150707
129,197,20150708
130,228,20150709
131,201,20150710
132,185,20150711
133,222,20150712
134,188,20150713
135,224,20150714
136,218,20150715
137,161,20150716
138,233,20150717
139,188,20150718
140,151,20150719
141,202,20150720
142,196,20150721
143,181,20150722
144,227,20150723
145,176,20150724
146,160,20150725
147,189,20150726
148,214,20150727
149,240,20150728
150,269,20150729
151,279,20150730
152,331,20150731
153,241,20150801
154,227,20150802
155,232,20150803
156,207,20150804
157,243,20150805
158,220,20150806
159,236,20150807
160,220,20150808
161,205,20150809
162,233,20150810
163,187,20150811
164,202,20150812
165,206,20150813
166,209,20150814
167,215,20150815
168,180,20150816
169,199,20150817
170,191,20150818
171,210,20150819
172,292,20150820
173,237,20150821
174,215,20150822
175,182,20150823
176,298,20150824
177,215,20150825
178,184,20150826
179,280,20150827
180,254,20150828
181,232,20150829
182,193,20150830
